Sentence,Aspect,Polarity
Bu mekanın sunduğu hizmetler oldukça yetersiz ve bu durum beni gerçekten hayal kırıklığına uğrattı.,hizmetler,0
"Bu restoranın manzarası gerçekten harika, ancak yemeklerin kalitesi beklediğimden çok daha düşük.",manzarası,2
"Kesinlikle tavsiye etmem, benzer bir manzaraya ulaşabilirsiniz fakat yemekler kalitesiz ve bayat.",yemekler,0
"Manzaram muhteşem, fakat fiyatlar çok yüksek.",Manzaram,0
"- Bu mekan, sık sık ziyaret ettiğim ve manzarasının güzelliğine hayran kaldığım bir yer.",manzarasının,2
Ancak yemek için pek fazla seçenek yoktu.,yemek,0
Pastalar oldukça kalitesiz ve lezzetsiz.,Pastalar,0
Ayrıca genellikle oldukça yoğun olduğu için oturacak yer bulmak için epey çaba harcamak gerekiyor.,oturacak yer bulmak,0
Hizmet kalitesi beklediğimden düşük.,Hizmet,0
"Tabak ve çatal çok kirliydi, tatlısı da aşırı tatlıydı.","Tabak, çatal",0
"Tabaklar kirli ve fıstıklı baklavası aşırı tatlı, bu yüzden yenilmiyor.",fıstıklı baklavası,0
"Tatlı çok fazla şekerli olmuş, tadı pek güzel değil.",tatlı,0
Fıstıklı tatlılar oldukça lezzetli ama biraz ağır.,Fıstıklı tatlılar,2
Karaköy'de bulunan sevimli bir kafe var.,kafe,2
Her gün farklı çay çeşitlerini tatmak harika bir deneyim.,çay çeşitlerini,2
Ürünlerin maliyeti çok fazla fakat kalite gerçekten mükemmel.,Maliyet,2
Mekanın tasarımı gerçekten harika.,Tasarım,2
Koltukları gerçekten çok konforlu.,koltukları,2
Uzun süre boyunca lezzetli çay eşliğinde keyifli sohbetler yapabilirsiniz.,çay,2
"Soğuk çay, denediğim en lezzetli soğuk çaydı.",Soğuk çay,2
Şeker miktarı idealdi ve oldukça ferahlatıcıydı.,Şeker miktarı,2
Cin çayı gerçekten harika bir lezzete sahip.,Cin çayı,2
Kavun kokusu gerçekten harikaydı fakat tatlılık dengesi bir türlü tutmadı.,Kavun kokusu,2
Fiyat/Performans açısından tercih edilebilecek yerlerden biri Kebabistan.,Fiyat,2
Hizmet kalitesi açısından tercih edilebilecek yerlerden biri Kebabistan.,Kebabistan,2
"Hafta sonu keyifli etkinlikler için tercih edilebilir, acıktığınızda yemeğinizi yiyip hızlıca çıkabilirsiniz.",tercih edilebilir,2
"Korkunç bir mekan, insanların perişan olduğu, sığınmacı ofisine sıra bekleyen biri gibi hissettim, tam bir felaket...",mekan,0
"Korkunç bir mekan, insanların perişan olduğu, mülteci ofisine bekleyen birisi gibi hissettim, tam bir fiyasko...",bekleme,0
Restoranın menüsündeki yemeklerin hepsi gerçekten çok lezzetli.,yemeklerin,2
Özellikle zengin içeriğe sahip kahvaltı masası evinizdeymiş gibi rahatlatıcı.,kahvaltı masası,2
"Sıradan bir kahvaltı ama mekanın ambiyansı, hizmet kalitesi ve konumu gerçekten etkileyici.",kahvaltı,2
Kahvaltı oldukça güzel ama mekanın ambiyansı ve servisi çok etkileyici.,ambiyans,2
"Kahvaltı oldukça güzel, ancak mekanın ambiyansı ve personelin ilgisi gerçekten etkileyici.",personel,2
Kahvaltı oldukça güzel ama mekanın lokasyonu gerçekten etkileyici.,lokasyonu,2
"Restoranın çalışanı Ahmet Bey'in misafirlere karşı gösterdiği ilgi ve alaka gerçekten takdire şayan. Herkesle samimi bir şekilde ilgilenmesi, hizmet kalitesini artırıyor.",çalışan,2
"Servis personeli Elif hanımın bu kadar nazik davranması ve her müşteriye aynı özenle yaklaşması, masalar arasında dolaşırken hiç bir isteği geri çevirmemesi hepimizin takdirini ve sevgisini kazandı.",yaklaşması,2
Şehirdeki en güzel restoranlardan birini denemek için sabırsızlanıyorum.,restoranlardan,2
Ferah bahçesi ve balkonuyla bu bölgede arkadaşların yaz akşamları açık havada sohbet edebilecekleri harika bir yer.,Ferah bahçesi ve balkonuyla,2
Ferah bir avlusu ve sundurmasıyla bu bölgede bulunan dostların yaz akşamlarında dışarıda çay keyfi yapabilecekleri harika bir yer.,yer,2
Ulaşım gerçekten çok pratik.,Ulaşım,2
"Otoparkın düzeni oldukça iyi, fakat bazı sorunlar var.",Otopark,1
"Bahçe düzenlemesi o kadar harika ki, daha yemekleri yemeden burayı çok sevdim diyorsunuz.",Bahçe düzenlemesi,2
"Yemekler, tatlılar, içecekler ve atıştırmalıklar harika bir deneyim sunuyor.","Yemekler, tatlılar, içecekler",2
"Ana yemekler, tatlılar, aperatifler ve içecekler de kesinlikle muhteşem bir deneyim sunuyor.",aperatifler,2
Ancak benim amacım pide değil yeni lezzetler keşfetmekse kesinlikle öneririm.,pide,2
"Ancak benim amacım tatlı yemek değil, yeni mekanlar keşfetmekse kesinlikle öneririm.",mekanlar,2
Özel günlerinizde tadını çıkarabileceğiniz harika bir mekan.,Özel günlerinizde,2
Kebap ve özellikle ev yapımı tatlıyı mutlaka denemelisiniz.,Kebap,2
"Ev yapımı tatlılar gerçekten harika, özellikle de çikolatalı olanları çok seviyorum.",çikolatalı tatlılar,2
"Rezervasyon sırasında özel gününüzü belirttiğinizde şampanya sunumu yapılıyor, bu harika bir sürpriz.",şampanya sunumu,2
"Rezervasyon sırasında özel gününüzü belirttiğinizde şampanya ikramı yapılıyor, bu harika bir sürpriz.",sürpriz,2
Restoranın yemekleri oldukça lezzetli ve sunumu harikaydı.,Yemekler,2
Restoranın yemekleri oldukça lezzetli ve sunumu harika.,lezzeti,2
"Hizmet süreleri oldukça uzundu, ayrıca yerin konumu ve mekanın fiziksel durumu göz önüne alındığında fiyatlar oldukça yüksek.",Hizmet Süreleri,0
"Hizmet süreleri oldukça uzundu, ayrıca mekanın konumu ve fiziksel kalitesi göz önüne alındığında ücretler yüksek.",ücretler,0
"Fiyatlar biraz daha uygun olursa, buraya daha fazla gelinmesi mümkün.",fiyatlar,0
"Fıstıklı baklavası harika bir lezzet, her zaman tercih ediyorum.",Fıstıklı baklavası,2
Sunmuş oldukları tatlıların tadı ve sunumu harika.,tatlıların tadı ve sunumu,2
Güllüoğlu gerçekten harika bir tatlıcı.,Güllüoğlu,2
"Nusret'in etleri gerçekten çok lezzetli, bunu herkes kabul ediyor.",etleri,2
😍 Yemeklerin tadı harikaydı.,Yemeklerin,2
Restoranın atmosferi harika ama yemeklerin tadı beklediğim gibi değildi.,Yemeklerin tadı,0
"Harika lezzetler sunan bir restoran, kesinlikle ziyaret edilmeli.",lezzetler,2
Büyük menü ve içecek sipariş ettim fakat salata ve tatlılar benim damak tadıma uymadı.,Büyük menü ve içecek,1
Jumbo menü ile içecek sipariş ettim ama patates kızartması ve salata dışında kalan lezzetler benim için yeterli değildi.,patates kızartması ve salata,0
Soslar pek hoşuma gitmedi ama soğan halkalarının lezzeti harikaydı.,Soslar,0
Soslar pek hoşuma gitmedi ama soğan halkaları harika bir lezzete sahip.,soğan halkalarının tadı,2
"Nachos harika bir atıştırmalık, kesinlikle tekrar alırım.",Nachos,2
İnternete erişim sağlamak için sürekli wifi aradım ama bağlantı bir türlü kurulmadı.,wifi,0
Hizmet oldukça hızlıydı ve personel çok güler yüzlüydü.,Hizmet,2
Hizmet oldukça hızlıydı ve personel çok güler yüzlüydü.,personel,2
Harika bir kafe ama ne yazık ki rock müzik çalmıyor.,kafe,1
Şirin bir kafe fakat ne yazık ki rock müzik yok.,rock müzik,0
"Gerçekten de burası pek hoş değil, biraz fazla kalabalık ve gürültülüydü.",yer,0
Mekan oldukça hoş ama fiyatlar gerçekten çok yüksek ve hizmet kalitesi de tatmin edici değil.,mekan,0
Mekan oldukça sıcak ve samimi ama fiyatlar gerçekten çok yüksek.,mekan,0
"Geçen gün bu mekanda yemek yemeyi denedim ama gerçekten büyük bir hayal kırıklığı yaşadım, garsonlar aşırı dikkatsizdi, köfteler diğer restoranlara kıyasla başarısızdı, çok baharatlı ve rahatsız edici bir tatları vardı. Ayrıca, manzarası da pek hoş değil, çünkü tam tersi tarafa bakıyor ve boş bir alana açılıyor. Gitmeye değecek bir yer değil, lezzet açısından da kötüydü; bu benim ilk ve son ziyaretim olacak. Ancak, servis için başka bir şubeleri gerçekten başarılı, salataları bile paket servisiyle gönderiyorlar.",köfteler,0
"Geçen gün buraya uğradım ama gerçekten büyük bir hayal kırıklığı yaşadım, garsonlar aşırı ilgisizdi ve kebaplar diğer yerlerle kıyaslandığında başarısızdı, aşırı sarımsaklı ve rahatsız edici bir tat vardı, manzarası da pek hoş değil, köşede evlere bakıyor, gitmeye değecek bir mekan değil, lezzet açısından da kötüydü, kesinlikle bir daha gelmeyeceğim ama servis için bu şubenin salataları gerçekten harika, paket olarak bile gönderiyorlar.",manzara,0
"Geçen gün orada yemek yedim ama gerçekten büyük bir hayal kırıklığı yaşadım, garsonlar aşırı dikkatsizdi, köfteler diğer yerlerle kıyaslandığında oldukça başarısızdı, çok baharatlı ve rahatsız edici bir tatları vardı. Ayrıca, manzara da pek hoş değildi, çünkü tam karşısında binalar vardı. Gitmeye değer bir mekan değil, lezzet açısından da kötüydü, bu benim için ilk ve son ziyaret olacak. Ancak, servis için başka bir şubeleri gerçekten başarılı, salataları bile paket servis yapıyorlar.",lezzet,0
"Burada yemek yedim ama servis çok yavaştı, garsonlar ilgisizdi ve yemekler de soğuk geldi, bu yüzden bir daha gelmeyi düşünmüyorum.",servis,0
"Geçenlerde buraya geldiğimde yemeklerin lezzeti harikaydı ama garsonlar oldukça dikkatsizdi, bu durum benim için büyük bir hayal kırıklığı oldu.",garsonlar,0
"Arkadaşlarınızla huzurlu bir ortamda, keyifli bir şeyler içmek isterseniz, konuşmalarınızı rahatça duyabileceğiniz harika bir mekan olan Zeytin Bahçesi.",mekan,2
Evdeki köpeklerin oynarkenki neşesi insanın içini ısıtıyor!,Evdeki köpeklerin,2
Tek problem siparişin oldukça geç ulaşması ve yemeklerin fiyat-performans dengesinin tutarsız olması.,siparişin,0
Tek sıkıntı siparişin aşırı yavaş ulaşması ve yemeklerin fiyat-performans oranının tutarsız olması.,fiyat,0
"Talep artışı nedeniyle standartları düşüren, içeriği zayıflatan bir mekan haline geldi.",içeriği,0
Baklavada fıstık aramak oldukça zor.,fıstık,0
Sipariş ettiğimiz pizzaların soğuk gelmesi gerçekten hayal kırıklığı yarattı.,pizzaların,0
Su böreği gerçekten lezzetsizdi.,Su böreği,0
Mekan oldukça sıradan ama lezzetler fena değil.,lezzetler,1
Ortam sıradan fakat lezzetler oldukça tatlı.,ortam,1
Bence İstanbul'daki popüler restoranlarda bile mezeler yeterince lezzetli değil.,meze,0
Yemekler oldukça basit ama tatları hoş.,yemekler,1
Burada da benzer bir durum söz konusu aslında.,Burada,1
Her daim hoş vakit geçirdiğim - Sıkça ziyaret ettiğim yerlerden biridir.,yerlerden,2
Bahçesi muhteşem bir huzur veriyor.,Bahçesi,2
Misafirperverlikleri gerçekten takdire şayan.,misafirperverlik,2
Kanyon Yolu ve Büyük Burger benim için her zaman öncelikli tercihtir.,Kanyon Yolu,2
Sunset Cafe'de her zaman harika zaman geçiriyorum.,Sunset Cafe,2
"Ziyaret etmeden geçmeyin - Harika bir konumda yer alan ve dışarıdan bakıldığında göze çarpan, ayrıca içine girdiğinizde de hayal kırıklığına uğratmayan bir yer.",yer,2
Ziyaret etmeden geçmeyin - Yer olarak harika bir konumda yer alan ve dışarıdan bakıldığında davetkar bir görüntü sunan ayrıca içeri girdiğinizde de hayal kırıklığına uğratmayan bir mekan.,Yer,2
"Burada muhteşem tatlar sunuluyor ve servis, temizlik, herkes çok nazik kesinlikle ziyaret edilmeli.",tatlar,2
"Burası gerçekten harika yemekler hazırlıyor ve servis, temizlik, herkes çok samimi kesinlikle tercih edilmeli.",servis,2
Harika bir doğa manzarası var fakat yemek seçenekleri oldukça kısıtlı.,yemek,0
Harika bir manzara var ama yemek seçenekleri oldukça sınırlı.,yemek seçenekleri,0
"Otagtepe'deki manzara harika, fakat yemek seçenekleri yetersiz.",Otagtepe'deki manzara,2
Harika bir manzara var ama yemek seçenekleri oldukça sınırlı - Otagtepe'deki manzara gerçekten etkileyici fakat bu güzel manzaraya uygun bir yemek menüsü bulmak zor.,manzara,2
Müşteri desteği hiç tatmin edici değil.,Müşteri desteği,0
Deniz ürünleri ile yapılan pizzası pek lezzetli değil.,Deniz ürünleri ile yapılan pizzası,0
Denemeden yeni bir pizza veya dürüm sipariş etmek akıllıca bir tercih olabilir.,"pizza, dürüm",1
"Ayrıca rezervasyon yaptırmak oldukça zor, insanın canı sıkılıyor.",rezervasyon,0
Fırında spagettiyi tattım fakat hoşuma gitmedi.,Fırında spagettiyi,0
"Son zamanlarda sıkça gittiğimiz bir mekan olan Kahvehane, maç fiyatları 15 TL yazınca gözümüzde değeri düştü.",maç fiyatları,0
"Gittiğim yeni restoran, şefinin hazırladığı yemekler gerçekten harika, işletmecisi de çok nazik, özellikle sebze çorbası, ızgara balık ve taze meyve salatalarını mutlaka denemelisiniz, dostlarınızla keyifle vakit geçirebilirsiniz.",sebze çorbası,2
"Gittiğim yeni restoran, aşçısı harika lezzetler hazırlıyor, işletmecisini çok beğeniyoruz, ızgara sebze tabağı, mercimek köftesi, çikolatalı sufle ve taze sıkılmış meyve suları mutlaka tadılmalı, güzel bir atmosferde yemeğin tadını çıkarın.",ızgara sebze tabağı,2
"Gittiğim yeni restoran, şefinin hazırladığı harika yemeklerle dolup taşıyor, özellikle taze sıkılmış meyve sularını mutlaka denemelisiniz, zeytinyağlı enginar, kısır ve leziz tatlıları da çok beğeniyoruz, burada yemek yemek gerçekten bir zevk.",taze sıkılmış meyve suları,2
"Gittiğim diğer restoran, aşçısı harika yemekler hazırlıyor, işletmecisini çok seviyoruz, narenciye salatası, zeytinyağlı enginar, çikolatalı sufle ve taze sıkılmış meyve sularını denemenizi öneririm, deniz kenarında yemeğin tadını çıkarın.",deniz kenarında,2
"Gittiğim diğer restoran, aşçısı harika lezzetler hazırlıyor, işletmecisini çok seviyoruz, ızgara sebze, mercimek çorbası, çikolatalı sufle ve çeşitli sağlıklı meyve suları mutlaka deneyin derim, güzel bir ortamda yemeğinizi yemenin tadını çıkarın.",restoran,2
"Gittiğim yeni restoran, aşçısı harika yemekler hazırlıyor, işletmecisi de çok nazik, zeytinyağlı enginar, fırın mantar, ev yapımı limonata ve sağlıklı tatlılar mutlaka deneyin, güzel bir atmosferde yemeğin tadını çıkarın.",işletmecisi,2
"Gittiğim yeni restoran, şefinin harika lezzetleri var, işletmecisini de çok beğeniyoruz, zeytinyağlı enginar, mercimek köftesi, fırın mantar ve taze sıkılmış meyve suları kesinlikle tavsiye ederim, güzel bir atmosferde yemeğin tadını çıkarın.",zeytinyağlı enginar,2
"Fethipaşa korusunun çevresindeki doğa manzarasıyla uygun fiyatlı, rahat bir aile mekanı.",çevresindeki,1
"Fethipaşa korusunun sunduğu doğal güzellikler, fiyatına göre oldukça cazip bir aile restoranı.",doğal güzellikler,2
"Fethipaşa korusunun sunduğu doğal güzelliklere bakılırsa, oldukça makul fiyatlarla hoş bir ortam sağlıyor.",fiyatlarla,2
"Yaz geceleri bahçede çay keyfi yapmalısınız, özellikle semaverde pişirilmiş olanı.",semaver çayını,2
Yaz mevsiminde bahçesi Kadıköy'deki en keyifli mekanlardan biri olabilir.,bahçesi,2
"Yemekler oldukça lezzetli, servis ise çok hızlıydı ve personel güleryüzlüydü.",Yemekler,2
"Yemekler harika, hizmet çok hızlı ve garsonlar çok nazik.",hizmet,2
"Yemekler harika, servis mükemmel ve personel çok samimi.",personel,2
Mekanın tasarımı gerçekten çok güzel.,mekanın tasarımı,2
Müzikler gerçekten harika bir atmosfer yaratıyor.,müzikler,2
Yazık ki sadece cumartesi günü kahvaltı sunan bir mekan.,kahvaltı,0
"Kahvaltı seçenekleri o kadar zengin ki, hangi birini seçeceğinizi bilemiyorsunuz.",Kahvaltı,2
Uzun süre alışveriş yapabileceğimiz harika bir mekan.,mekan,2
"Manzarası gerçekten muhteşem, her açıdan büyülüyor.",Manzarası,2
Bu mekanın elbette ücretleri oldukça yüksek.,ücretleri,0
"Garsonlar çok nazik, yemekler de harika.",Garsonlar,2
"Yemeklerin sunumu harika, lezzetleri de muhteşem.",yemekler,2
Şehrin en iyi restoranı kesinlikle burası.,restoran,2
Geçmişe göre performansı gerçekten çok kötü.,performansı,0
"Geçmişte bu restoran daha az masaya sahip olup, ama sunduğu lezzetleri asla düşürmeyen bir mekan olarak biliniyordu.",mekan olarak biliniyordu,0
Son zamanlarda hizmetin kalitesi oldukça düşmüş durumda.,hizmetin kalitesi,0
Ne yazık ki geçtiğimiz yıl boyunca hizmet kalitesi oldukça kötüydü.,hizmet kalitesi,0
"Tatlıları mutlaka denemelisiniz, gerçekten harikalar.",Tatlıları,2
Manzarası gerçekten harikadır.,Manzarası,2
Plaza çalışanları için akşam yemeklerinde güzel bir seçenek sunuluyor.,seçenek,2
Restoranın fiyatları oldukça yüksek ve bu nedenle sık gitmeyi düşünmüyorum.,Restoranın fiyatları,0
Gölün kıyısında oldukça hoş bir mekan.,mekan,2
Yemekler oldukça nefis bir tat sunuyordu.,Yemekler,2
Estetik unsurlara fazla dikkat etmedikleri belli oluyor.,Estetik unsurlara,0
Ancak yemek kalitesi için yüksek bir puan veriyorum.,yemek kalitesi,2
Geçen ay yediğim en lezzetli köfteydi.,köfte,2
Hamburgerin tadı harikaydı.,Hamburger,2
Roka salatası gerçekten harika bir lezzet sunuyor.,Roka salatası,2
Roka salatası fırında sebzelerle harikaydı.,Fırında sebzelerle,2
İstanbul'da daha fazla bulunması gereken yerlerden biri.,yerlerden,2
Tasarımı harika.,Tasarımı,2
İstanbul'daki en güzel kafelerden biri kesinlikle burası.,kafe,2
Yemek seçenekleri oldukça sınırlı kalıyor.,Yemek seçenekleri,0
Ürünlerin fiyatları oldukça makul.,Fiyatlar,2
Quattro Stagioni ve Orto'yu tatmak istedik fakat hayal kırıklığına uğradık.,Quattro Stagioni ve Orto'yu,0
Pizzalarının tadı harika ama makarnaları pek iyi değil.,Pizzalarının,0
Pizzalarının yanında profiterolü çok daha lezzetli buldum.,profiterolü,2
Dükkanın küçük modeli gerçekten çok sevimli.,modelleri,2
"Çok kalabalık bir ortamda yemek sunumu yapıldığı için yemeklerin tadını pek beğenemedim, mezeler biraz bayat gibi, etler de çok lezzetli değil ama adana kebabı ortalamanın üstünde, yine de başka mekanlarda denemekte fayda var.",adana kebabı,1
"Restoranın kalabalık olması nedeniyle hizmeti yeterli bulmadım, mezeler taze değildi ama etler ortalama, Adana kebabı ise kabul edilebilir ama daha lezzetli alternatifler bulmak mümkün.",hizmet,0
